Id,StoreId,ManagementLevel,Salary
217,2,1,48261
218,2,1,16763
219,2,1,4393
220,2,1,24373
221,2,2,1246
222,2,1,32313
223,2,1,29667
224,2,1,39632
225,2,1,18583
226,2,1,38778
227,2,1,23949
228,2,1,35454
229,2,1,46222
230,2,1,7914
231,2,1,19661
232,2,1,3556
233,2,1,22432
234,2,2,9424
235,2,1,31882
236,2,1,42515
237,2,1,24267
238,2,1,36461
239,2,1,42327
240,2,1,45946
241,2,1,15383
242,2,1,14889
243,2,1,47325
244,2,1,9957
245,2,1,42559
246,2,1,3238
247,2,2,7216
248,2,1,26836
249,2,1,35832
250,2,1,17966
251,2,1,46955
252,2,1,8232
253,2,1,39665
254,2,1,39733
255,2,1,25134
256,2,1,4767
257,2,1,36351
258,2,1,49813
259,2,1,47691
260,2,2,41682
261,2,1,8353
262,2,1,49922
263,2,1,24948
264,2,1,37179
265,2,1,36626
266,2,1,7214
267,2,1,45162
268,2,1,42513
269,2,1,42868
270,2,1,27997
271,2,1,9116
272,2,1,49763
273,2,2,7847
274,2,1,35766
275,2,1,43231
276,2,1,48467
277,2,1,47462
278,2,1,34256
279,2,1,7881
280,2,1,39318
281,2,1,13742
282,2,1,5456
283,2,1,22476
284,2,1,3252
285,2,1,43918
286,2,2,47496
287,2,1,22813
288,2,1,7558
289,2,1,22744
290,2,1,18947
291,2,1,22699
292,2,1,1335
293,2,1,39337
294,2,1,13194
295,2,1,33578
296,2,1,45854
297,2,1,6612
298,2,1,41234
299,2,2,25567
300,2,1,32281
301,2,1,16614
302,2,1,44613
303,2,1,25329
304,2,1,21549
305,2,1,7528
306,2,1,2659
307,2,1,31115
308,2,1,43253
309,2,1,13813
310,2,1,41636
311,2,1,47483
312,2,2,2167
313,2,1,41913
314,2,1,36494
315,2,1,27116
316,2,1,21417
317,2,1,37139
318,2,1,3725
319,2,1,7724
320,2,1,49663
321,2,1,32261
322,2,1,11456
323,2,1,48756
324,2,1,48156
325,2,2,38346
326,2,1,15654
327,2,1,31183
328,2,1,28212
329,2,1,31355
330,2,1,13918
331,2,1,41711
332,2,1,33256
333,2,1,37878
334,2,1,8887
335,2,1,2221
336,2,1,32222
337,2,1,42688
338,2,2,34127
339,2,1,26742
340,2,1,29174
341,2,1,18892
342,2,1,4212
343,2,1,42338
344,2,1,8469
345,2,1,13184
346,2,1,26412
347,2,1,18975
348,2,1,41247
349,2,1,15226
350,2,1,47584
351,2,2,39379
352,2,1,1261
353,2,1,35683
354,2,1,23542
355,2,1,9295
356,2,1,42993
357,2,1,16798
358,2,1,32658
359,2,1,12931
360,2,1,46297
361,2,1,33183
362,3,18,32845
363,3,16,4199
364,3,15,11368
365,3,14,32828
366,3,13,49126
367,3,13,13266
368,3,11,9374
369,3,10,41285
370,3,9,38181
371,3,8,35738
372,3,8,13965
373,3,6,47596
374,3,5,17699
375,3,4,26119
376,3,3,41238
377,3,3,37971
378,3,1,38416
379,3,1,24695
380,3,1,11238
381,3,1,37963
382,3,2,23118
383,3,1,16896
384,3,1,22894
385,3,1,2443
386,3,1,5419
387,3,2,48142
388,3,1,7727
389,3,1,36476
390,3,1,23553
391,3,1,35221
392,3,2,9789
393,3,1,24196
394,3,1,44248
395,3,1,7657
396,3,1,49372
397,3,2,23849
398,3,1,8437
399,3,1,12182
400,3,1,18326
401,3,1,2651
402,3,2,46342
403,3,1,23661
404,3,1,6422
405,3,1,27775
406,3,1,38718
407,3,2,1891
408,3,1,23564
409,3,1,29191
410,3,1,42415
411,3,1,5991
412,3,2,1275
413,3,1,38436
414,3,1,22856
415,3,1,7926
416,3,1,41499
417,3,2,12767
418,3,1,1933
419,3,1,15164
420,3,1,3245
421,3,1,23765
422,3,2,19835
423,3,1,6472
424,3,1,39398
425,3,1,13514
426,3,1,48927
427,3,2,15591
428,3,1,25139
429,3,1,23537
430,3,1,1791
431,3,1,12288
432,3,2,47683
433,3,1,25699
434,3,1,27284
435,3,1,25656
436,3,1,41284
437,3,2,46615
438,3,1,49414
439,3,1,27684
440,3,1,34659
441,3,1,48162
442,3,2,8689
443,4,58,28467
444,4,56,26792
445,4,55,8158
446,4,55,29542
447,4,53,5534
448,4,52,26141
449,4,52,18219
450,4,50,39161
451,4,49,47223
452,4,49,48944
453,4,47,17847
454,4,46,16958
455,4,46,18445
456,4,44,29672
457,4,43,12392
458,4,43,33439
459,4,41,16386
460,4,40,47565
461,4,40,32497
462,4,38,41661
463,4,37,4641
464,4,37,2273
465,4,35,14815
466,4,34,13295
467,4,34,4745
468,4,32,49133
469,4,31,26614
470,4,31,8631
471,4,29,23522
472,4,28,22295
473,4,28,37753
474,4,26,1372
475,4,25,3923
476,4,25,5942
477,4,23,16181
478,4,22,8483
479,4,22,12845
480,4,20,31599
481,4,19,45566
482,4,19,15786
483,4,17,1167
484,4,16,6891
485,4,16,36826
486,4,14,46345
487,4,13,34711
488,4,13,6353
489,4,11,27883
490,4,10,9889
491,4,10,35858
492,4,8,32452
493,4,7,11567
494,4,7,38453
495,4,5,47594
496,4,4,33983
497,4,4,36518
498,4,2,39193
499,4,1,32925
500,4,2,24218
501,4,1,43134
502,4,1,42195
503,4,2,5322
504,4,1,22933
505,4,1,49752
506,4,2,14282
507,4,1,45231
508,4,1,7973
509,4,2,24982
510,4,1,42851
511,4,1,9888
512,4,2,7845
513,4,1,7921
514,4,1,4553
515,4,2,4777
516,4,1,15511
517,4,1,3622
518,4,2,2587
519,4,1,19632
520,4,1,25571
521,4,2,11955
522,4,1,37384
523,4,1,2198
524,4,2,29991
525,4,1,17592
526,4,1,11449
527,4,2,37986
528,4,1,15552
529,4,1,17923
530,4,2,29659
531,4,1,18467
532,4,1,43232
533,4,2,22574
534,4,1,26862
535,4,1,8666
536,4,2,11738
537,4,1,16732
538,4,1,1422
539,4,2,2396
540,4,1,39292
541,4,1,13369
542,4,2,41783
543,4,1,36325
544,4,1,41876
545,4,2,9875
546,4,1,21589
547,4,1,39639
548,4,2,8131
549,4,1,22473
550,4,1,35163
551,4,2,11534
552,4,1,47564
553,4,1,12831
554,4,2,38526
555,4,1,16793
556,4,1,22124
557,4,2,37123
558,4,1,42439
559,4,1,23455
560,4,2,9918
561,4,1,43928
562,4,1,1635
563,4,2,24666
564,4,1,25532
565,4,1,8425
566,4,2,39336
567,4,1,7138
568,4,1,19628
569,4,2,48878
570,4,1,19872
571,4,1,25852
572,4,2,49267
573,4,1,12561
574,4,1,18296
575,4,2,14753
576,4,1,41372
577,4,1,36453
578,4,2,29394
579,4,1,5227
580,4,1,11548
581,4,2,5793
582,4,1,6819
583,4,1,9449
584,4,2,32447
585,4,1,22639
586,4,1,44632
587,4,2,44659
588,4,1,18143
589,4,1,13246
590,4,2,13193
591,4,1,45139
592,4,1,26823
593,4,2,46778
594,4,1,29676
595,4,1,34685
596,4,2,33594
597,4,1,23187
598,4,1,44214
599,4,2,24463
600,4,1,21428
601,4,1,44252
602,4,2,38115
603,4,1,45629
604,4,1,48212
605,4,2,24924
606,4,1,47282
607,4,1,35596
608,4,2,48563
609,4,1,47683
610,4,1,46723
611,4,2,27278
612,5,34,19798
613,5,32,15863
614,5,31,49651
615,5,30,8871
616,5,29,14838
617,5,28,16896
618,5,27,41724
619,5,27,2462
620,5,25,46396
621,5,24,8283
622,5,23,36561
623,5,22,15663
624,5,21,14179
625,5,20,13371
626,5,20,24918
627,5,18,13448
628,5,17,24496
629,5,16,49326
630,5,15,32749
631,5,14,24797
632,5,13,16399
633,5,13,4996
634,5,11,35871
635,5,10,29962
636,5,9,46496
637,5,8,19325
638,5,7,37534
639,5,6,25816
640,5,6,49668
641,5,4,36981
642,5,3,11912
643,5,2,29937
644,5,1,17556
645,5,1,29753
646,5,1,49668
647,5,2,31944
648,5,1,47766
649,5,1,2273
650,5,1,41947
651,5,1,35515
652,5,1,49662
653,5,1,29128
654,5,2,29624
655,5,1,16558
656,5,1,13591
657,5,1,12165
658,5,1,25535
659,5,1,33879
660,5,1,32287
661,5,2,37668
662,5,1,6961
663,5,1,44919
664,5,1,49458
665,5,1,21213
666,5,1,17931
667,5,1,15981
668,5,2,43632
669,5,1,46769
670,5,1,22311
671,5,1,37683
672,5,1,15357
673,5,1,21331
674,5,1,41426
675,5,2,2462
676,5,1,29786
677,5,1,18538
678,5,1,38231
679,5,1,4141
680,5,1,45998
681,5,1,39981
682,5,2,42335
683,5,1,46156
684,5,1,36819
685,5,1,14558
686,5,1,7969
687,5,1,37984
688,5,1,43961
689,5,2,41672
690,5,1,23825
691,5,1,28327
692,5,1,31541
693,5,1,15226
694,5,1,14992
695,5,1,29638
696,5,2,12996
697,5,1,23456
698,5,1,23855
699,5,1,49843
700,5,1,32946
701,5,1,13957
702,5,1,11751
703,5,2,43996
704,5,1,18516
705,5,1,1855
706,5,1,11311
707,5,1,19519
708,5,1,8659
709,5,1,2737
710,5,2,11896
711,5,1,15793
712,5,1,37641
713,5,1,31519
714,5,1,24217
715,5,1,24276
716,5,1,48243
717,5,2,14919
718,5,1,39792
719,5,1,21341
720,5,1,31921
721,5,1,4995
722,5,1,41466
723,5,1,11587
724,5,2,14636
725,5,1,33161
726,5,1,15885
727,5,1,27639
728,5,1,49374
729,5,1,46128
730,5,1,27599
731,5,2,37513
732,5,1,5742
733,5,1,22789
734,5,1,11641
735,5,1,18726
736,5,1,47339
737,5,1,46942
738,5,2,46126
739,5,1,42198
740,5,1,47158
741,5,1,26998
742,5,1,8631
743,5,1,29635
744,5,1,42112
745,5,2,26942
746,5,1,22515
747,5,1,21224
748,5,1,37886
749,5,1,18741
750,5,1,12368
751,5,1,48593
752,5,2,34771
753,5,1,5339
754,5,1,18556
755,5,1,29163
756,5,1,25294
757,5,1,24283
758,5,1,18757
759,5,2,35939
760,5,1,29268
761,5,1,34422
762,5,1,8727
763,5,1,29972
764,5,1,25563
765,5,1,13415
766,5,2,29315
767,5,1,2236
768,5,1,36162
769,5,1,32253
770,5,1,5681
771,5,1,15738
772,5,1,17579
773,5,2,23936
774,5,1,22317
775,5,1,49425
776,5,1,44568
777,5,1,5148
778,5,1,21435
779,5,1,1246
780,5,2,35395
781,5,1,16799
782,5,1,42348
783,5,1,25197
784,5,1,16334
785,5,1,27292
786,5,1,27737
787,5,2,18661
788,5,1,33421
789,5,1,37177
790,5,1,18221
791,5,1,23648
792,5,1,22567
793,5,1,35496
794,5,2,43971
795,5,1,32664
796,5,1,3447
797,5,1,45524
798,5,1,31622
799,5,1,4531
800,5,1,44589
801,5,2,23339
802,5,1,48542
803,5,1,33461
804,5,1,14823
805,5,1,45611
806,5,1,15415
807,5,1,17314
808,5,2,8693
809,5,1,47276
810,5,1,34137
811,5,1,46641
812,5,1,39651
813,5,1,31819
814,5,1,8894
815,5,2,38781
816,5,1,44355
817,5,1,43746
818,5,1,42195
819,5,1,26649
820,5,1,47592
821,5,1,42188
822,5,2,41448
823,5,1,21717
824,5,1,45491
825,5,1,31686
826,5,1,14726
827,5,1,4443
828,5,1,8925
829,5,2,27418
830,5,1,29453
831,5,1,2255
832,5,1,4777
833,5,1,29772
834,5,1,7694
835,5,1,43262
836,5,2,14285
837,5,1,44217
838,5,1,25334
839,5,1,47635
840,6,26,18984
841,6,24,27711
842,6,23,1953
843,6,22,33182
844,6,21,47725
845,6,20,16335
846,6,20,13841
847,6,18,27972
848,6,17,35182
849,6,16,34329
850,6,15,23922
851,6,14,34668
852,6,14,26962
853,6,12,5293
854,6,11,25298
855,6,10,19624
856,6,9,42892
857,6,8,4713
858,6,8,14685
859,6,6,6765
860,6,5,21945
861,6,4,19936
862,6,3,11739
863,6,2,5532
864,6,2,42671
865,6,1,48634
866,6,1,4568
867,6,1,26446
868,6,1,34217
869,6,1,5469
870,6,2,21486
871,6,1,34384
872,6,1,24953
873,6,1,14218
874,6,1,29583
875,6,1,45498
876,6,2,15576
877,6,1,4614
878,6,1,41789
879,6,1,6317
880,6,1,47494
881,6,1,18374
882,6,2,1258
883,6,1,28687
884,6,1,7954
885,6,1,23844
886,6,1,8487
887,6,1,12668
888,6,2,7834
889,6,1,35927
890,6,1,9383
891,6,1,17938
892,6,1,45387
893,6,1,47831
894,6,2,39157
895,6,1,4731
896,6,1,21134
897,6,1,39686
898,6,1,26986
899,6,1,22333
900,6,2,11914
901,6,1,23726
902,6,1,4254
903,6,1,36743
904,6,1,13947
905,6,1,12488
906,6,2,9539
907,6,1,29497
908,6,1,25158
909,6,1,14112
910,6,1,9136
911,6,1,36463
912,6,2,36171
913,6,1,23538
914,6,1,44976
915,6,1,34122
916,6,1,29531
917,6,1,33134
918,6,2,44257
919,6,1,49568
920,6,1,17493
921,6,1,24561
922,6,1,9514
923,6,1,42557
924,6,2,35482
925,6,1,9895
926,6,1,39215
927,6,1,26217
928,6,1,6431
929,6,1,36191
930,6,2,11465
931,6,1,35489
932,6,1,17287
933,6,1,33385
934,6,1,35642
935,6,1,39691
936,6,2,41221
937,6,1,12925
938,6,1,47883
939,6,1,24766
940,6,1,16845
941,6,1,45122
942,6,2,26635
943,6,1,6467
944,6,1,31244
945,6,1,13924
946,6,1,14577
947,6,1,23611
948,6,2,46279
949,6,1,17791
950,6,1,19312
951,6,1,47418
952,6,1,19524
953,6,1,3728
954,6,2,26462
955,6,1,33384
956,6,1,39455
957,6,1,41726
958,6,1,14866
959,6,1,6989
960,6,2,32577
961,6,1,28363
962,6,1,42346
963,6,1,26327
964,6,1,3488
965,6,1,11921
966,6,2,24338
967,6,1,9938
968,6,1,48328
969,6,1,39457
970,6,1,17438
971,6,1,43427
972,6,2,31725
973,6,1,5686
974,6,1,29413
975,6,1,14228
976,6,1,34822
977,6,1,1728
978,6,2,43825
979,6,1,45272
980,6,1,41769
981,6,1,36814
982,6,1,3463
983,6,1,38376
984,6,2,14938
985,6,1,35713
986,7,6,12459
987,7,4,13519
988,7,3,15849
989,7,2,24549
990,7,1,49856
991,7,1,6115
992,7,1,46646
993,7,1,13873
994,7,1,13359
995,7,1,19633
996,7,1,27497
997,7,1,14353
998,7,1,8348
999,7,2,1396
1000,7,1,11574
1001,7,1,43945
1002,7,1,6274
1003,7,1,49498
1004,7,1,26114
1005,7,1,4983
1006,7,1,37919
1007,7,1,35441
1008,7,1,1939
1009,7,1,42497
1010,7,1,19766
1011,7,1,39981
1012,7,2,2454
1013,7,1,14338
1014,7,1,13562
1015,7,1,18573
1016,7,1,35278
1017,7,1,31331
1018,7,1,36599
1019,7,1,41884
1020,7,1,19216
1021,7,1,37564
1022,7,1,13738
1023,7,1,46981
1024,7,1,6538
1025,7,2,16774
1026,7,1,33777
1027,7,1,9372
1028,7,1,23691
1029,7,1,17284
1030,7,1,17567
1031,7,1,15779
1032,7,1,38695
1033,7,1,9538
1034,7,1,44483
1035,7,1,28679
1036,7,1,42596
1037,7,1,47324
1038,7,2,22257
1039,7,1,43117
1040,7,1,45251
1041,7,1,32822
1042,7,1,35564
1043,7,1,36324
1044,7,1,34368
1045,8,3,41999
1046,8,1,48627
1047,8,1,33193
1048,8,1,22285
1049,8,1,19942
1050,8,1,36658
1051,8,1,19972
1052,8,2,8417
1053,8,1,12863
1054,9,3,24571
1055,9,1,1715
1056,9,1,46784
1057,9,1,37614
1058,9,1,4118
1059,9,1,17232
1060,9,1,28711
1061,9,1,16646
1062,9,1,19467
1063,9,1,26991
1064,9,1,7242
1065,9,1,3199
1066,9,1,29571
1067,9,2,21425
1068,9,1,26733
1069,9,1,31937
1070,9,1,49329
1071,9,1,13824
1072,9,1,35995
1073,9,1,27252
1074,9,1,35999
1075,9,1,38748
1076,9,1,19896
1077,9,1,46772
1078,9,1,8912
1079,9,1,23442
1080,10,25,33196
1081,10,23,29876
1082,10,22,8987
1083,10,21,14216
1084,10,20,3724
1085,10,19,12899
1086,10,19,21657
1087,10,17,25615
1088,10,16,11823
1089,10,15,15729
1090,10,14,14221
1091,10,13,44786
1092,10,13,7186
1093,10,11,26438
1094,10,10,19114
1095,10,9,22837
1096,10,8,42269
1097,10,7,9466
1098,10,7,24693
1099,10,5,31537
1100,10,4,42655
1101,10,3,5746
1102,10,2,46359
1103,10,1,25378
1104,10,2,49854
1105,10,1,21874
1106,10,1,34936
1107,10,1,14378
1108,10,1,43526
1109,10,1,38257
1110,10,2,3885
1111,10,1,39421
1112,10,1,41545
1113,10,1,33712
1114,10,1,9676
1115,10,1,32875
1116,10,2,27758
1117,10,1,48411
1118,10,1,24173
1119,10,1,15343
1120,10,1,4759
1121,10,1,12849
1122,10,2,42665
1123,10,1,8659
1124,10,1,14459
1125,10,1,39345
1126,10,1,42731
1127,10,1,44531
1128,10,2,8741
1129,10,1,41761
1130,10,1,2188
1131,10,1,45212
1132,10,1,29572
1133,10,1,22219
1134,10,2,39275
1135,10,1,33229
1136,10,1,19816
1137,10,1,7631
1138,10,1,35363
1139,10,1,32774
1140,10,2,39898
1141,10,1,29732
1142,10,1,16363
1143,10,1,47159
1144,10,1,46361
1145,10,1,42887
1146,10,2,33561
1147,10,1,32952
1148,10,1,46339
1149,10,1,43117
1150,10,1,9277
1151,10,1,18744
1152,10,2,3756
1153,10,1,8911
1154,10,1,37352
1155,10,1,25734
1156,10,1,33596
1157,10,1,23515
1158,10,2,15856
1159,10,1,13633
1160,10,1,49561
1161,10,1,42611
1162,10,1,43186
1163,10,1,31417
1164,10,2,31776
1165,10,1,41244
1166,10,1,9188
1167,10,1,27719
1168,10,1,17435
1169,10,1,14293
1170,10,2,13215
1171,10,1,15289
1172,10,1,29163
1173,10,1,44331
1174,10,1,41411
1175,10,1,29156
1176,10,2,21285
1177,10,1,31413
1178,10,1,15213
1179,10,1,19251
1180,10,1,12761
1181,10,1,41631
1182,10,2,17951
1183,10,1,7767
1184,10,1,23884
1185,10,1,19756
1186,10,1,43879
1187,10,1,49848
1188,10,2,27731
1189,10,1,35382
1190,10,1,6773
1191,10,1,27352
1192,10,1,39517
1193,10,1,13676
1194,10,2,48625
1195,10,1,5749
1196,10,1,14962
1197,10,1,31312
1198,10,1,26575
1199,10,1,39677
1200,10,2,16288
1201,10,1,3997
1202,10,1,7825
1203,10,1,49645
1204,10,1,45719
1205,10,1,9167
1206,10,2,31774
1207,10,1,15373
1208,10,1,1964
1209,10,1,2914
1210,10,1,49489
1211,10,1,8754
1212,10,2,36689
1213,10,1,35134
1214,10,1,5275
1215,10,1,26754
1216,10,1,9828
1217,10,1,27892
1218,10,2,16714
1219,11,4,44546
1220,11,2,25519
1221,11,1,16122
1222,11,1,44283
1223,11,1,15569
1224,11,1,38943
1225,11,1,6526
1226,11,1,11954
1227,11,1,31175
1228,11,2,35271
1229,11,1,14188
1230,11,1,1711
1231,11,1,13139
1232,11,1,19674
1233,11,1,35692
1234,11,1,22845
1235,11,1,25724
1236,11,1,33581
1237,11,2,31424
1238,11,1,17925
1239,11,1,28377
1240,11,1,17141
1241,11,1,45967
1242,12,18,38758
1243,12,16,14737
1244,12,15,5481
1245,12,14,16831
1246,12,13,17848
1247,12,12,18992
1248,12,11,17874
1249,12,10,11482
1250,12,9,37359
1251,12,8,17737
1252,12,7,35219
1253,12,6,23458
1254,12,5,9631
1255,12,4,6711
1256,12,4,29426
1257,12,2,45733
1258,12,1,9766
1259,12,1,46872
1260,12,1,42196
1261,12,1,9153
1262,12,1,5787
1263,12,1,2187
1264,12,1,9174
1265,12,1,38418
1266,12,1,39728
1267,12,1,18157
1268,12,1,6753
1269,12,1,15356
1270,12,2,22537
1271,12,1,26222
1272,12,1,11631
1273,12,1,23397
1274,12,1,23939
1275,12,1,35457
1276,12,1,37534
1277,12,1,29834
1278,12,1,21187
1279,12,1,17699
1280,12,1,38252
1281,12,1,27276
1282,12,1,44165
1283,12,1,48552
1284,12,2,24584
1285,12,1,47438
1286,12,1,37462
1287,12,1,49248
1288,12,1,28158
1289,12,1,26761
1290,12,1,22126
1291,12,1,48276
1292,12,1,38936
1293,12,1,45261
1294,12,1,22288
1295,12,1,24145
1296,12,1,32227
1297,12,1,14465
1298,12,2,23313
1299,12,1,12138
1300,12,1,26712
1301,12,1,25284
1302,12,1,17574
1303,12,1,46881
1304,12,1,16625
1305,12,1,4494
1306,12,1,41173
1307,12,1,31112
1308,12,1,9173
1309,12,1,27336
1310,12,1,6558
1311,12,1,45298
1312,12,2,39149
1313,12,1,32159
1314,12,1,34739
1315,12,1,13867
1316,12,1,35677
1317,12,1,35483
1318,12,1,35876
1319,12,1,28788
1320,12,1,42114
1321,12,1,47769
1322,12,1,25215
1323,12,1,11351
1324,12,1,3695
1325,12,1,38251
1326,12,2,6865
1327,12,1,27567
1328,12,1,18542
1329,12,1,48675
1330,12,1,1513
1331,12,1,49485
1332,12,1,27262
1333,12,1,41162
1334,12,1,13959
1335,12,1,23345
1336,12,1,1527
1337,12,1,44912
1338,12,1,12958
1339,12,1,17269
1340,12,2,43398
1341,12,1,24473
1342,12,1,35453
1343,12,1,14859
1344,12,1,2978
1345,12,1,43267
1346,12,1,3662
1347,12,1,34236
1348,12,1,48627
1349,12,1,46918
1350,12,1,16949
1351,12,1,48324
1352,12,1,48951
1353,12,1,13385
1354,12,2,31734
1355,12,1,49146
1356,12,1,19961
1357,12,1,2517
1358,12,1,34485
1359,12,1,6924
1360,12,1,7421
1361,12,1,24685
1362,12,1,17692
1363,12,1,21412
1364,12,1,33372
1365,12,1,9384
1366,12,1,21419
1367,12,1,22228
1368,12,2,31314
1369,12,1,26871
1370,12,1,7112
1371,12,1,39789
1372,12,1,15842
1373,12,1,46455
1374,12,1,42741
1375,12,1,36292
1376,12,1,45134
1377,12,1,24319
1378,12,1,18734
1379,12,1,9964
1380,12,1,11849
1381,12,1,26278
1382,12,2,17651
1383,12,1,28215
1384,12,1,27868
1385,12,1,12968
1386,12,1,9919
1387,12,1,13549
1388,12,1,16855
1389,12,1,15486
1390,12,1,17235
1391,12,1,11784
1392,12,1,23868
1393,12,1,33944
1394,12,1,38358
1395,12,1,36267
1396,12,2,36653
1397,12,1,12931
1398,12,1,28581
1399,12,1,37328
1400,12,1,26785
1401,12,1,34226
1402,12,1,27486
1403,12,1,29913
1404,12,1,8251
1405,12,1,9113
1406,12,1,14215
1407,12,1,45441
1408,12,1,2444
1409,12,1,42135
1410,12,2,25419
1411,12,1,37169
1412,12,1,41746
1413,12,1,14845
1414,12,1,8478
1415,12,1,41745
1416,12,1,18939
1417,12,1,6122
1418,12,1,1953
1419,12,1,42189
1420,12,1,26416
1421,12,1,31566
1422,12,1,17928
1423,12,1,39584
1424,12,2,29237
1425,12,1,41315
1426,12,1,36866
1427,12,1,13368
1428,12,1,3439
1429,12,1,46491
1430,12,1,36634
1431,12,1,25947
1432,12,1,15678
1433,12,1,26374
1434,12,1,19295
1435,12,1,8636
1436,12,1,25135
1437,12,1,44159
1438,12,2,1235
1439,12,1,36762
1440,12,1,6953
1441,12,1,24198
1442,12,1,34519
1443,12,1,9837
1444,12,1,6734
1445,12,1,2759
1446,12,1,33455
1447,12,1,8321
1448,12,1,39295
1449,12,1,31331
1450,12,1,1897
1451,12,1,17379
1452,12,2,28192
1453,12,1,29523
1454,12,1,39145
1455,12,1,8593
1456,12,1,36411
1457,12,1,4994
1458,12,1,24143
1459,12,1,7454
1460,12,1,45747
1461,12,1,29925
1462,12,1,9324
1463,12,1,14677
1464,12,1,34264
1465,12,1,31612
1466,12,2,17676
1467,12,1,47788
1468,12,1,5449
1469,12,1,18156
1470,12,1,47686
1471,12,1,21288
1472,13,13,4953
1473,13,11,3291
1474,13,10,35819
1475,13,9,5818
1476,13,8,42658
1477,13,7,2777
1478,13,6,19739
1479,13,5,23364
1480,13,4,49598
1481,13,3,39267
1482,13,3,16751
1483,13,1,15646
1484,13,1,23825
1485,13,1,25283
1486,13,1,37926
1487,13,1,7828
1488,13,1,36627
1489,13,1,24532
1490,13,1,47932
1491,13,1,6913
1492,13,2,49175
1493,13,1,2863
1494,13,1,38156
1495,13,1,35298
